id,Date,Ticker,Open,Close,High,Low,Volume
39,2025-06-06,AAPL,202.38,203.3,205.08,201.44,46607700
40,2025-06-09,AAPL,203.77,200.84,205.38,199.41,72862600
41,2025-06-10,AAPL,199.99,202.06,203.73,199.96,54672600
42,2025-06-11,AAPL,202.88,198.18,203.88,197.81,60989900
43,2025-06-12,AAPL,198.48,198.6,199.07,196.76,43904600
44,2025-06-13,AAPL,199.12,195.85,199.76,195.11,51447300
45,2025-06-16,AAPL,196.7,197.82,198.09,195.96,43020700
46,2025-06-17,AAPL,196.6,195.05,197.79,194.62,38856200
47,2025-06-18,AAPL,195.35,195.98,196.97,194.48,45394700
48,2025-06-20,AAPL,197.64,200.39,201.09,196.26,96813500
49,2025-06-23,AAPL,201.02,200.89,201.69,198.36,55814300
50,2025-06-24,AAPL,201.98,199.69,202.82,199.59,54064000
51,2025-06-25,AAPL,200.84,200.95,203.05,200.01,39525700
52,2025-06-26,AAPL,200.82,200.39,202.03,198.85,50799100
53,2025-06-27,AAPL,201.28,200.47,202.6,199.39,73188600
54,2025-06-30,AAPL,201.4,204.55,206.76,198.66,91912800
55,2025-07-01,AAPL,206.04,207.19,209.55,205.51,78788900
56,2025-07-02,AAPL,208.28,211.8,212.69,207.51,67941800
57,2025-07-03,AAPL,211.51,212.9,214.0,211.17,34955800
58,2025-07-07,AAPL,212.03,209.31,215.57,208.17,50229000
59,2025-07-08,AAPL,209.46,209.37,210.79,207.82,42848900
60,2025-07-09,AAPL,208.89,210.5,210.69,206.59,48749400
61,2025-07-10,AAPL,209.87,211.77,212.83,209.39,44443600
62,2025-07-11,AAPL,209.93,210.52,211.49,209.22,39765800
63,2025-07-14,AAPL,209.29,207.99,210.27,206.91,38840100
64,2025-07-15,AAPL,208.59,208.48,211.25,208.29,42296300
65,2025-07-16,AAPL,209.66,209.52,211.76,208.01,47490500
66,2025-07-17,AAPL,209.93,209.38,211.16,208.95,48068100
67,2025-07-18,AAPL,210.23,210.54,211.15,209.06,48974600
68,2025-07-21,AAPL,211.46,211.84,215.13,210.99,51377400
69,2025-07-22,AAPL,212.49,213.75,214.3,211.59,46404100
70,2025-07-23,AAPL,214.35,213.5,214.5,211.77,46989300
71,2025-07-24,AAPL,213.25,213.11,215.04,212.88,46022600
72,2025-07-25,AAPL,214.05,213.23,214.59,212.75,40268800
73,2025-07-28,AAPL,213.38,213.4,214.2,212.41,37858000
74,2025-07-29,AAPL,213.53,210.63,214.16,210.18,51411700
75,2025-07-30,AAPL,211.26,208.42,211.75,207.09,45512500
76,2025-07-31,AAPL,207.86,206.94,209.2,206.53,80698400
77,2025-08-01,AAPL,210.23,201.77,212.93,200.89,104434500
78,2025-08-04,AAPL,203.89,202.73,207.25,201.07,75109300
79,2025-08-05,AAPL,202.78,202.3,204.72,201.55,44155100
80,2025-08-06,AAPL,205.01,212.6,214.73,204.97,108483100
81,2025-08-07,AAPL,218.22,219.36,220.18,215.92,90224800
82,2025-08-08,AAPL,220.16,228.65,230.3,218.58,113854000
83,2025-08-11,AAPL,227.49,226.75,229.12,224.33,61806100
84,2025-08-12,AAPL,227.58,229.21,230.36,226.64,55626200
85,2025-08-13,AAPL,230.63,232.89,234.55,229.99,69878500
86,2025-08-14,AAPL,233.61,232.34,234.67,230.41,51916300
87,2025-08-15,AAPL,233.55,231.15,233.83,228.9,56038700
88,2025-08-18,AAPL,231.26,230.45,232.68,229.67,37476200
89,2025-08-19,AAPL,230.84,230.12,232.43,228.91,39402600
90,2025-08-20,AAPL,229.54,225.58,230.03,225.34,42263900
91,2025-08-21,AAPL,225.84,224.47,226.09,223.35,30621200
92,2025-08-22,AAPL,225.74,227.33,228.65,224.98,42477800
93,2025-08-25,AAPL,226.05,226.73,228.86,225.8,30983100
94,2025-08-26,AAPL,226.44,228.87,229.05,224.26,54575100
95,2025-08-27,AAPL,228.18,230.05,230.46,227.83,31259500
96,2025-08-28,AAPL,230.38,232.12,232.97,228.9,38074700
97,2025-08-29,AAPL,232.07,231.7,232.94,230.93,39418400
98,2025-09-02,AAPL,228.81,229.28,230.41,226.54,44075600
99,2025-09-03,AAPL,236.76,238.02,238.4,233.91,66427800
100,2025-09-04,AAPL,238.0,239.32,239.44,236.29,47549400
101,2025-09-05,AAPL,239.54,239.23,240.86,238.04,54870400
102,2025-09-08,AAPL,238.84,237.43,239.69,235.89,48999500
103,2025-09-09,AAPL,236.55,233.9,238.33,232.92,66313900
104,2025-09-10,AAPL,231.75,226.36,231.98,225.52,83440800
105,2025-09-11,AAPL,226.45,229.59,230.01,226.22,50208600
106,2025-09-12,AAPL,228.78,233.62,234.06,228.58,55824200
107,2025-09-15,AAPL,236.55,236.25,237.74,234.58,42699500
108,2025-09-16,AAPL,236.73,237.7,240.76,235.87,63421100
109,2025-09-17,AAPL,238.52,238.54,239.64,237.28,46508000
110,2025-09-18,AAPL,239.51,237.43,240.74,236.2,44249600
111,2025-09-19,AAPL,240.77,245.03,245.83,239.75,163741300
112,2025-09-22,AAPL,247.83,255.59,256.15,247.65,105517400
113,2025-09-23,AAPL,255.39,253.95,256.85,253.1,60275200
114,2025-09-24,AAPL,254.73,251.83,255.25,250.56,42303700
115,2025-09-25,AAPL,252.73,256.38,256.68,251.23,55202100
116,2025-09-26,AAPL,253.62,254.97,257.11,253.3,46076300
117,2025-09-29,AAPL,254.08,253.95,254.51,252.53,40127700
118,2025-09-30,AAPL,254.38,254.15,255.43,252.63,37704300
119,2025-10-01,AAPL,254.55,254.96,258.3,254.45,48713900
120,2025-10-02,AAPL,256.09,256.64,257.69,253.67,42630200
121,2025-10-03,AAPL,254.19,257.53,258.75,253.47,49155600
122,2025-10-06,AAPL,257.5,256.2,258.58,254.56,44664100
123,2025-10-07,AAPL,256.32,255.99,256.91,254.94,31955800
124,2025-10-08,AAPL,256.03,257.57,258.03,255.62,36496900
125,2025-10-09,AAPL,257.32,253.56,257.51,252.66,38322000
126,2025-10-10,AAPL,254.46,244.8,255.89,243.54,61999100
127,2025-10-13,AAPL,248.91,247.19,249.21,245.09,38142900
128,2025-10-14,AAPL,246.13,247.3,248.38,244.23,35478000
129,2025-10-15,AAPL,249.02,248.87,251.34,247.0,33893600
130,2025-10-16,AAPL,247.78,246.98,248.57,244.66,39777000
131,2025-10-17,AAPL,247.55,251.81,252.9,246.8,49147000
132,2025-10-20,AAPL,255.4,261.74,263.88,255.14,90483000
133,2025-10-21,AAPL,261.38,262.27,264.79,261.33,46695900
134,2025-10-22,AAPL,262.15,257.96,262.35,254.94,45015300
135,2025-10-23,AAPL,259.45,259.09,260.12,257.52,32754900
136,2025-10-24,AAPL,260.69,262.32,263.63,258.69,38253700
137,2025-10-27,AAPL,264.38,268.3,268.61,264.15,44888200
138,2025-10-28,AAPL,268.48,268.49,269.38,267.64,41534800
139,2025-10-29,AAPL,268.77,269.19,270.89,266.6,51086700
140,2025-10-30,AAPL,271.47,270.88,273.62,267.97,69886500
141,2025-10-31,AAPL,276.46,269.86,276.79,268.65,86167100
142,2025-11-03,AAPL,269.91,268.54,270.33,265.74,50194600
143,2025-11-04,AAPL,267.82,269.53,270.97,267.11,49274800
144,2025-11-05,AAPL,268.1,269.63,271.18,266.42,43683100
145,2025-11-06,AAPL,267.38,269.26,272.88,267.38,51204000
146,2025-11-07,AAPL,269.29,267.96,271.77,266.26,48227400
147,2025-11-10,AAPL,268.71,269.18,273.47,267.21,41312400
148,2025-11-11,AAPL,269.56,274.99,275.65,269.55,46208300
149,2025-11-12,AAPL,274.74,273.21,275.47,271.45,48398000
150,2025-11-13,AAPL,273.85,272.69,276.44,271.84,49602800
151,2025-11-14,AAPL,270.8,272.16,275.7,269.35,47431300
152,2025-11-17,AAPL,268.57,267.21,270.24,265.48,45018300
153,2025-11-18,AAPL,269.74,267.19,270.46,265.07,45677300
154,2025-11-19,AAPL,265.28,268.31,271.96,265.25,40424500
155,2025-11-20,AAPL,270.58,266.0,275.17,265.67,45823600
156,2025-11-21,AAPL,265.7,271.24,273.07,265.42,59030800
157,2025-11-24,AAPL,270.65,275.66,276.74,270.65,65585800
158,2025-11-25,AAPL,275.01,276.71,280.12,274.99,46914200
159,2025-11-26,AAPL,276.7,277.29,279.27,276.37,33431400
160,2025-11-28,AAPL,277.0,278.59,278.74,275.73,20135600
161,2025-12-01,AAPL,277.75,282.84,283.16,275.88,46587700
162,2025-12-02,AAPL,282.74,285.92,287.13,282.37,53669500
163,2025-12-03,AAPL,285.93,283.88,288.35,283.04,43538700
164,2025-12-04,AAPL,283.83,280.44,284.46,278.33,43989100
165,2025-12-05,AAPL,280.28,278.52,280.88,277.79,47265800
166,2025-12-08,AAPL,277.87,277.63,279.41,275.89,38211800
167,2025-12-09,AAPL,277.9,276.92,279.77,276.66,32193300
168,2025-12-10,AAPL,277.49,278.52,279.49,276.18,33038300
169,2025-12-11,AAPL,278.84,277.77,279.33,273.55,33248000
170,2025-12-12,AAPL,277.64,278.02,278.96,276.56,39532900
171,2025-12-15,AAPL,279.89,273.85,279.89,272.58,50409100
172,2025-12-16,AAPL,272.56,274.35,275.24,271.54,37648600
173,2025-12-17,AAPL,274.75,271.59,275.9,271.39,50138700
174,2025-12-18,AAPL,273.35,271.94,273.37,266.7,51630700
175,2025-12-19,AAPL,271.9,273.41,274.34,269.65,144632000
176,2025-12-22,AAPL,272.6,270.72,273.62,270.26,36571800
177,2025-12-23,AAPL,270.59,272.11,272.25,269.31,29642000
178,2025-12-24,AAPL,272.09,273.55,275.17,271.95,17910600
179,2025-12-26,AAPL,273.9,273.14,275.11,272.6,21521800
180,2025-12-29,AAPL,272.44,273.5,274.1,272.1,23715200
181,2025-12-30,AAPL,272.55,272.82,273.82,272.03,22139600
182,2025-12-31,AAPL,272.8,271.61,273.42,271.5,27293600
183,2026-01-02,AAPL,272.01,270.76,277.58,268.75,37838100
184,2026-01-05,AAPL,270.39,267.01,271.26,265.89,45647200
185,2026-01-06,AAPL,266.75,262.11,267.3,261.87,52352100
186,2026-01-07,AAPL,262.95,260.09,263.43,259.57,48309800
187,2026-01-08,AAPL,256.78,258.8,259.05,255.46,50419300
188,2026-01-09,AAPL,258.84,259.13,259.97,255.98,39997000
189,2026-01-12,AAPL,258.92,260.01,261.06,256.56,45263800
190,2026-01-13,AAPL,258.48,260.81,261.57,258.15,45730800
191,2026-01-14,AAPL,259.25,259.72,261.58,256.47,40019400
192,2026-01-15,AAPL,260.41,257.97,260.8,256.81,39388600
193,2026-01-16,AAPL,257.66,255.29,258.66,254.69,72142800
194,2026-01-20,AAPL,252.49,246.47,254.55,243.19,80267500
195,2026-01-21,AAPL,248.47,247.42,251.32,244.95,54641700
196,2026-01-22,AAPL,248.97,248.12,250.77,247.92,39708300
197,2026-01-23,AAPL,247.09,247.81,249.18,244.45,41689000
198,2026-01-26,AAPL,251.24,255.17,256.32,249.57,55969200
199,2026-01-27,AAPL,258.93,258.03,261.71,257.97,49648300
200,2026-01-28,AAPL,257.41,256.2,258.62,254.27,41288000
201,2026-01-29,AAPL,257.76,258.04,259.41,254.17,67253000
202,2026-01-30,AAPL,254.93,259.24,261.66,251.94,92443400
203,2026-02-02,AAPL,259.79,269.76,270.24,258.97,73913400
204,2026-02-03,AAPL,268.95,269.23,271.63,267.36,64394700
205,2026-02-04,AAPL,272.04,276.23,278.69,272.04,90545700
206,2026-02-05,AAPL,277.87,275.65,279.24,272.97,52977400
207,2026-02-06,AAPL,276.86,277.86,280.65,276.67,50453400
208,2026-02-09,AAPL,277.91,274.62,278.2,271.7,44623400
209,2026-02-10,AAPL,274.89,273.68,275.37,272.94,34376900
210,2026-02-11,AAPL,274.7,275.5,280.18,274.45,51931300
211,2026-02-12,AAPL,275.59,261.73,275.72,260.18,81077200
212,2026-02-13,AAPL,262.01,255.78,262.23,255.45,56290700
213,2026-02-17,AAPL,258.05,263.88,266.29,255.54,58469100
214,2026-02-18,AAPL,263.6,264.35,266.82,262.45,34203300
215,2026-02-19,AAPL,262.6,260.58,264.48,260.05,30845300
216,2026-02-20,AAPL,258.97,264.58,264.75,258.16,42070500
217,2026-02-23,AAPL,263.49,266.18,269.43,263.38,37308200
218,2026-02-24,AAPL,267.86,272.14,274.89,267.71,47014600
219,2026-02-25,AAPL,271.78,274.23,274.94,271.05,33714300
220,2026-02-26,AAPL,274.95,272.95,276.11,270.8,32345100
221,2026-02-27,AAPL,272.81,264.18,272.81,262.89,72366500
222,2026-03-02,AAPL,262.41,264.72,266.53,260.2,41827900
223,2026-03-03,AAPL,263.48,263.75,265.56,260.13,38568900
224,2026-03-04,AAPL,264.65,262.52,266.15,261.42,39803100
225,2026-03-05,AAPL,260.79,260.29,261.56,257.25,49658600
226,2026-03-06,AAPL,258.63,257.46,258.77,254.37,41120000
227,2026-03-09,AAPL,255.69,259.88,261.15,253.68,38218500
228,2026-03-10,AAPL,257.65,260.83,262.48,256.95,30590800
229,2026-03-11,AAPL,261.09,260.81,262.13,259.55,26218900
230,2026-03-12,AAPL,258.66,255.76,258.95,254.18,40794000
231,2026-03-13,AAPL,255.48,250.12,256.33,249.52,36930000
232,2026-03-16,AAPL,252.11,252.82,253.89,249.88,32074200
233,2026-03-17,AAPL,252.96,254.23,255.13,252.18,32361600
234,2026-03-18,AAPL,252.63,249.94,254.94,249.0,35757900
235,2026-03-19,AAPL,249.4,248.96,251.83,247.3,34864100
236,2026-03-20,AAPL,247.98,247.99,249.2,246.0,88331100
237,2026-03-23,AAPL,253.97,251.49,254.6,250.28,40546100
238,2026-03-24,AAPL,250.35,251.64,254.83,249.55,45152300
239,2026-03-25,AAPL,254.1,252.62,255.0,251.6,28476700
240,2026-03-26,AAPL,252.12,252.89,257.0,250.77,41796700
241,2026-03-27,AAPL,253.9,248.8,255.49,248.07,47900000
242,2026-03-30,AAPL,250.07,246.63,250.87,245.51,39446200
243,2026-03-31,AAPL,247.91,253.79,255.48,247.1,49598100
244,2026-04-01,AAPL,254.08,255.63,256.18,253.33,40059400
245,2026-04-02,AAPL,254.2,255.92,256.13,250.65,31289400
246,2026-04-06,AAPL,256.51,258.86,262.16,256.46,29329900
247,2026-04-07,AAPL,256.16,253.5,256.2,245.7,62148000
248,2026-04-08,AAPL,258.45,258.9,259.75,256.53,41032800
249,2026-04-09,AAPL,259.0,260.49,261.12,256.07,28121600
250,2026-04-10,AAPL,259.98,260.48,262.19,259.02,31259500
251,2025-04-11,MSFT,377.75,385.5,387.09,376.01,23839200
252,2025-04-14,MSFT,390.23,384.86,391.65,381.29,19251200
253,2025-04-15,MSFT,385.56,382.8,388.91,381.24,17199900
254,2025-04-16,MSFT,377.78,368.79,378.71,365.2,21967800
255,2025-04-17,MSFT,370.91,364.99,371.48,364.1,21120200
256,2025-04-21,MSFT,360.06,356.39,361.71,352.97,20807300
257,2025-04-22,MSFT,360.62,364.03,364.98,357.13,19485000
258,2025-04-23,MSFT,373.2,371.55,377.5,370.19,20545500
259,2025-04-24,MSFT,372.85,384.36,385.5,372.34,22232300
260,2025-04-25,MSFT,384.06,388.87,389.18,381.68,18973200
261,2025-04-28,MSFT,388.98,388.19,389.76,383.7,16579400
262,2025-04-29,MSFT,388.33,391.05,392.1,387.41,14974000
263,2025-04-30,MSFT,387.33,392.26,393.65,381.52,36461100
264,2025-05-01,MSFT,427.83,422.17,433.67,421.67,58938100
265,2025-05-02,MSFT,428.46,431.97,436.1,426.72,30757400
266,2025-05-05,MSFT,429.58,432.86,436.16,428.83,20136100
267,2025-05-06,MSFT,428.92,430.02,434.4,427.89,15104200
268,2025-05-07,MSFT,430.54,430.06,434.79,427.83,23295300
269,2025-05-08,MSFT,434.6,434.84,440.3,432.35,23491300
270,2025-05-09,MSFT,436.66,435.4,437.39,432.57,15324200
271,2025-05-12,MSFT,442.55,445.85,445.96,436.44,22821900
272,2025-05-13,MSFT,444.38,445.73,447.25,441.98,23618800
273,2025-05-14,MSFT,444.74,449.5,450.45,444.74,19902800
274,2025-05-15,MSFT,448.17,450.51,453.56,447.83,21992300
275,2025-05-16,MSFT,449.44,451.65,451.74,446.14,23849800
276,2025-05-19,MSFT,448.28,456.22,456.94,448.2,21336500
277,2025-05-20,MSFT,452.96,455.52,455.69,451.7,15441800
278,2025-05-21,MSFT,451.94,449.96,455.14,449.2,19216900
279,2025-05-22,MSFT,452.32,452.23,457.59,451.28,18025600
280,2025-05-23,MSFT,447.38,447.58,451.07,446.32,16883500
281,2025-05-27,MSFT,453.84,458.03,458.29,453.49,20974300
282,2025-05-28,MSFT,458.56,454.72,459.85,454.29,17086300
283,2025-05-29,MSFT,458.88,456.03,459.05,452.68,13974800
284,2025-05-30,MSFT,457.06,457.7,459.01,452.91,34770500
285,2025-06-02,MSFT,454.5,459.3,459.44,454.25,16626500
286,2025-06-03,MSFT,458.8,460.3,461.46,458.2,15743800
287,2025-06-04,MSFT,461.32,461.19,463.0,460.35,14162700
288,2025-06-05,MSFT,462.27,464.98,466.94,461.35,20131700
289,2025-06-06,MSFT,467.37,467.66,470.61,466.07,15285600
290,2025-06-09,MSFT,466.99,470.02,470.7,465.91,16469900
291,2025-06-10,MSFT,468.47,468.2,470.07,464.26,15375900
292,2025-06-11,MSFT,467.31,469.89,472.72,466.95,16399200
293,2025-06-12,MSFT,472.28,476.1,477.65,470.79,18950600
294,2025-06-13,MSFT,473.66,472.22,476.41,470.03,16814500
295,2025-06-16,MSFT,472.47,476.37,477.91,472.26,15626100
296,2025-06-17,MSFT,472.65,475.28,475.98,471.34,15414100
297,2025-06-18,MSFT,475.24,477.47,478.22,471.72,17526500
298,2025-06-20,MSFT,479.44,474.64,480.67,474.12,37576200
299,2025-06-23,MSFT,475.45,483.19,484.93,469.78,24864000
300,2025-06-24,MSFT,486.13,487.28,489.01,483.99,22305600
301,2025-06-25,MSFT,489.2,489.43,491.7,486.56,17495100
302,2025-06-26,MSFT,490.13,494.58,495.16,489.96,21578900
303,2025-06-27,MSFT,494.68,493.08,496.42,490.18,34539200
304,2025-06-30,MSFT,494.17,494.54,497.87,492.47,28369000
305,2025-07-01,MSFT,493.6,489.21,495.17,488.14,19945400
306,2025-07-02,MSFT,487.16,488.25,490.65,485.88,16319600
307,2025-07-03,MSFT,490.96,495.96,497.24,490.59,13984800
308,2025-07-07,MSFT,494.51,494.85,495.87,492.37,13981600
309,2025-07-08,MSFT,494.37,493.75,495.32,491.26,11846600
310,2025-07-09,MSFT,497.41,500.6,503.85,496.85,18659500
311,2025-07-10,MSFT,500.14,498.58,501.53,494.88,16492100
312,2025-07-11,MSFT,495.59,500.41,502.11,494.92,16459500
313,2025-07-14,MSFT,498.62,500.11,501.06,498.14,12058800
314,2025-07-15,MSFT,500.11,502.9,505.36,499.89,14927200
315,2025-07-16,MSFT,502.26,502.7,503.79,498.99,15154400
316,2025-07-17,MSFT,502.76,508.74,510.4,502.7,17503100
317,2025-07-18,MSFT,511.51,507.1,511.67,504.5,21209700
318,2025-07-21,MSFT,503.78,507.11,509.13,502.63,14066800
319,2025-07-22,MSFT,508.02,502.35,508.25,502.35,13868600
320,2025-07-23,MSFT,503.82,502.95,503.86,497.81,16396600
321,2025-07-24,MSFT,505.83,507.93,510.7,504.37,16107000
322,2025-07-25,MSFT,509.51,510.74,515.3,507.41,19125700
323,2025-07-28,MSFT,511.11,509.54,512.03,507.17,14308000
324,2025-07-29,MSFT,512.55,509.61,514.63,508.61,16469200
325,2025-07-30,MSFT,512.19,510.28,512.97,506.5,26380400
326,2025-07-31,MSFT,552.02,530.42,552.24,528.83,51617300
327,2025-08-01,MSFT,531.91,521.08,532.71,517.85,28977600
328,2025-08-04,MSFT,525.22,532.55,535.14,525.08,25349000
329,2025-08-05,MSFT,534.08,524.7,534.2,524.19,19171600
330,2025-08-06,MSFT,527.83,521.91,528.63,521.0,21355700
331,2025-08-07,MSFT,523.76,517.83,525.04,514.56,16079100
332,2025-08-08,MSFT,519.58,519.02,521.63,516.41,15531000
333,2025-08-11,MSFT,519.28,518.76,524.54,516.72,20194400
334,2025-08-12,MSFT,520.73,526.18,527.91,519.68,18667000
335,2025-08-13,MSFT,529.04,517.57,529.62,516.37,19619200
336,2025-08-14,MSFT,519.54,519.46,522.91,517.14,20269100
337,2025-08-15,MSFT,519.75,517.17,523.06,516.08,25213300
338,2025-08-18,MSFT,518.58,514.11,519.8,511.05,23760600
339,2025-08-19,MSFT,512.03,506.83,512.18,505.61,21481000
340,2025-08-20,MSFT,506.93,502.8,508.05,501.53,27723000
341,2025-08-21,MSFT,501.6,502.15,505.53,500.64,18443300
342,2025-08-22,MSFT,502.16,505.13,508.62,500.33,24324200
343,2025-08-25,MSFT,504.53,502.17,506.09,502.03,21638600
344,2025-08-26,MSFT,502.27,499.96,502.89,496.45,30835700
345,2025-08-27,MSFT,499.92,504.64,505.19,497.83,17277900
346,2025-08-28,MSFT,504.99,507.53,508.97,503.41,18015600
347,2025-08-29,MSFT,506.55,504.59,507.49,502.4,20961600
348,2025-09-02,MSFT,498.4,503.03,503.9,494.75,18128000
349,2025-09-03,MSFT,501.7,503.26,505.69,500.24,16345100
350,2025-09-04,MSFT,502.21,505.87,506.05,501.07,15509500
351,2025-09-05,MSFT,506.96,492.95,509.85,490.33,31994800
352,2025-09-08,MSFT,496.05,496.14,499.12,492.98,16771000
353,2025-09-09,MSFT,499.35,496.35,500.17,495.64,14410500
354,2025-09-10,MSFT,500.9,498.3,501.15,494.66,21611800
355,2025-09-11,MSFT,500.17,498.94,501.09,495.82,18881600
356,2025-09-12,MSFT,504.55,507.79,510.43,501.76,23624900
357,2025-09-15,MSFT,506.68,513.23,513.34,504.9,17143800
358,2025-09-16,MSFT,514.74,506.93,515.09,506.49,19711900
359,2025-09-17,MSFT,508.51,507.91,509.17,503.83,15816600
360,2025-09-18,MSFT,509.37,506.34,510.95,505.56,18913700
361,2025-09-19,MSFT,508.45,515.79,517.15,508.2,52474100
362,2025-09-22,MSFT,513.45,512.32,515.6,510.42,20009300
363,2025-09-23,MSFT,511.67,507.12,512.46,505.21,19799600
364,2025-09-24,MSFT,508.27,508.04,510.36,504.82,13533700
365,2025-09-25,MSFT,506.2,504.93,507.9,502.95,15786500
366,2025-09-26,MSFT,507.95,509.34,511.81,504.52,16213100
367,2025-09-29,MSFT,509.38,512.47,514.71,506.77,17617800
368,2025-09-30,MSFT,511.11,515.81,516.01,507.55,19728200
369,2025-10-01,MSFT,512.67,517.56,518.35,509.57,22632300
370,2025-10-02,MSFT,515.5,513.6,519.44,508.57,21222900
371,2025-10-03,MSFT,514.96,515.21,518.33,512.87,15112300
372,2025-10-06,MSFT,516.46,526.38,528.83,516.05,21388600
373,2025-10-07,MSFT,526.1,521.81,527.61,519.28,14615200
374,2025-10-08,MSFT,521.11,522.68,524.77,520.92,13363400
375,2025-10-09,MSFT,520.18,520.24,522.16,515.26,18343600
376,2025-10-10,MSFT,517.49,508.84,521.41,507.52,24133800
377,2025-10-13,MSFT,514.27,511.92,514.27,509.56,14284200
378,2025-10-14,MSFT,508.12,511.44,513.15,503.9,14684300
379,2025-10-15,MSFT,512.83,511.3,515.05,507.89,14694700
380,2025-10-16,MSFT,510.46,509.49,514.71,506.03,15559600
381,2025-10-17,MSFT,506.93,511.45,513.35,505.21,19867800
382,2025-10-20,MSFT,512.48,514.65,516.55,511.3,14665600
383,2025-10-21,MSFT,515.36,515.52,516.54,510.92,15586200
384,2025-10-22,MSFT,518.99,518.38,523.05,515.57,18962700
385,2025-10-23,MSFT,520.3,518.4,521.78,516.46,14023500
386,2025-10-24,MSFT,520.63,521.44,523.17,518.55,15532400
387,2025-10-27,MSFT,529.58,529.32,532.37,526.82,18734700
388,2025-10-28,MSFT,547.72,539.83,551.43,538.53,29986700
389,2025-10-29,MSFT,542.68,539.31,544.01,534.51,36023000
390,2025-10-30,MSFT,528.28,523.58,532.75,519.96,41023100
391,2025-10-31,MSFT,526.69,515.67,527.13,512.97,34006400
392,2025-11-03,MSFT,517.66,514.89,522.79,512.46,22374700
393,2025-11-04,MSFT,509.64,512.2,513.42,505.74,20958700
394,2025-11-05,MSFT,511.17,505.06,512.7,504.48,23024300
395,2025-11-06,MSFT,503.57,495.04,503.61,493.76,27406500
396,2025-11-07,MSFT,494.89,494.76,497.31,491.21,24019800
397,2025-11-10,MSFT,497.97,503.9,504.75,496.73,26101500
398,2025-11-11,MSFT,502.71,506.57,507.49,500.27,17980000
399,2025-11-12,MSFT,507.25,509.02,509.55,497.05,26574900
400,2025-11-13,MSFT,508.2,501.21,511.37,499.21,25273100
401,2025-11-14,MSFT,496.17,508.07,509.48,495.38,28505700
402,2025-11-17,MSFT,506.34,505.39,510.0,502.82,19092800
403,2025-11-18,MSFT,493.32,491.75,500.9,484.76,33815100
404,2025-11-19,MSFT,488.07,485.1,493.14,480.83,23245300
405,2025-11-20,MSFT,491.59,477.34,492.45,474.42,26802500
406,2025-11-21,MSFT,477.41,471.04,477.83,467.2,31769200
407,2025-11-24,MSFT,473.92,472.92,475.81,466.95,34421000
408,2025-11-25,MSFT,472.99,475.9,478.06,463.83,28019800
409,2025-11-26,MSFT,485.2,484.39,487.2,480.1,25709100
410,2025-11-28,MSFT,486.49,490.89,491.51,485.54,14386700
411,2025-12-01,MSFT,487.33,485.63,488.74,483.55,23964000
412,2025-12-02,MSFT,485.61,488.88,492.38,485.21,19562700
413,2025-12-03,MSFT,475.24,476.64,483.14,474.12,34615100
414,2025-12-04,MSFT,478.67,479.74,480.22,475.4,22318200
415,2025-12-05,MSFT,481.42,482.06,482.3,477.79,22608700
416,2025-12-08,MSFT,483.79,489.9,491.18,483.28,21965900
417,2025-12-09,MSFT,487.99,490.9,491.0,487.39,14696100
418,2025-12-10,MSFT,482.93,477.47,483.15,474.0,35756200
419,2025-12-11,MSFT,475.54,482.37,484.92,474.78,24669200
420,2025-12-12,MSFT,478.73,477.44,481.35,475.26,21248100
421,2025-12-15,MSFT,479.01,473.74,479.63,471.44,23727700
422,2025-12-16,MSFT,470.84,475.31,476.8,469.81,20705600
423,2025-12-17,MSFT,475.82,475.04,478.91,473.92,24527200
424,2025-12-18,MSFT,477.1,482.88,488.49,476.8,28573500
425,2025-12-19,MSFT,486.25,484.81,486.74,481.39,70836100
426,2025-12-22,MSFT,485.01,483.82,487.62,481.59,16963000
427,2025-12-23,MSFT,483.88,485.74,486.72,483.64,14683600
428,2025-12-24,MSFT,484.57,486.91,488.05,483.73,5855900
429,2025-12-26,MSFT,485.6,486.6,487.01,484.85,8842200
430,2025-12-29,MSFT,483.76,485.99,487.24,483.08,10893400
431,2025-12-30,MSFT,484.82,486.37,488.56,484.39,13944500
432,2025-12-31,MSFT,486.73,482.52,487.03,482.2,15601600
433,2026-01-02,MSFT,483.29,471.86,483.56,469.09,25571600
434,2026-01-05,MSFT,472.98,471.77,474.99,468.43,25250300
435,2026-01-06,MSFT,472.72,477.42,477.65,468.68,23037700
436,2026-01-07,MSFT,478.67,482.37,488.58,476.86,25564200
437,2026-01-08,MSFT,480.14,477.02,481.56,474.78,18162600
438,2026-01-09,MSFT,472.98,478.19,478.73,471.12,18491000
439,2026-01-12,MSFT,475.58,476.09,479.89,474.6,23519900
440,2026-01-13,MSFT,473.6,469.6,474.7,464.89,28545800
441,2026-01-14,MSFT,465.4,458.33,467.13,456.13,28184300
442,2026-01-15,MSFT,463.06,455.62,463.19,454.86,23225800
443,2026-01-16,MSFT,456.79,458.81,462.14,455.44,34246700
444,2026-01-20,MSFT,450.19,453.48,455.76,448.26,26130000
445,2026-01-21,MSFT,451.57,443.1,451.66,437.68,37980500
446,2026-01-22,MSFT,446.6,450.11,451.81,443.69,25349400
447,2026-01-23,MSFT,450.84,464.89,470.03,449.5,38000200
448,2026-01-26,MSFT,464.25,469.21,473.17,460.95,29291200
449,2026-01-27,MSFT,472.62,479.49,481.77,472.08,29213900
